Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters
Whites,6.0,475.864009898375,87869.7345171653,Healthcare,158.621336632792,No,553.95911030925,,Male,After_16:00,0.187090568244457,0.4267806387506429,781.671748729423,2.68042116425931,54.0539135225117,4.726,5274.0,59.9308126373217,410.96316871676004,6361.51744052602,,Yes,306870.695894615,20.2722265357498,110.509937011453,94.6141046937555,25329.349771806203,80.0,Below_30,3.0,656.733709554608,8.0,Motorcycle_or_truck,Public_Sector,462.941893357198,1.0,Yes
Purples,8.0,256.159876795748,42566.691994358596,Environment,85.3866255985826,No,498.517088548177,Yes,Male,After_16:00,0.267298709833995,0.393795904703438,142.513420432806,2.2094009374268397,41.5805730037391,4.735,5265.0,97.6293590618297,397.95076811302596,5781.07242170782,51200.7669617748,Yes,248519.287574551,19.948703419346,105.45066822169301,95.30078056268391,7386.26245671111,90.0,Below_30,3.0,644.744682926404,14.0,Motorcycle_or_truck,Hightech,473.47456553972603,1.0,No
Purples,7.0,761.795901126618,116008.694218291,Financial,253.931967042206,Yes,456.84950803775297,Yes,Male,After_16:00,0.8276567319408059,0.38088348717428705,809.7292515449229,4.59592330269516,22.6435791933909,3.2260000000000004,6774.0,60.1261650910601,428.07511714786904,5424.64531467327,55861.713485453205,No,208711.472994337,20.6899762481224,132.166980001664,31.799396732822103,64745.375852966106,,Below_30,2.0,732.0234796495081,8.0,Public_or_other,Hightech,602.141846825303,2.0,No
Oranges,4.0,349.138543621339,54850.1256506917,Military,116.379514540446,No,471.303956433236,Yes,Female,By_16:00,0.8423732109367851,0.310994832077995,529.605833813548,8.58786171069369,45.5336783546954,8.606,3394.0,89.4630420487374,391.284589508466,5495.608743349289,58233.5030618261,Maybe,222127.41934962198,19.780914779364103,341.582675184417,,13670.5709192104,30.0,Below_30,0.0,810.559757544069,9.0,Public_or_other,Public_Sector,822.5464626862531,0.0,No
Blues,4.0,1410.01778285651,372098.108237056,Social,470.005927618838,No,791.6881178971381,No,Female,By_16:00,0.28682519006542895,0.8054418314713979,601.100023603067,8.96619219565764,19.0337878186256,10.349,3651.0,38.9315599342808,380.14721754007,8677.175614051519,57637.3252116609,No,626770.076019513,19.4973643741935,330.394404305498,16.866068169474598,221385.577924463,70.0,30-45,1.0,720.580651145428,9.0,Car,Industry_or_other,598.558687139302,1.0,Yes
Khakis,4.0,111.07480363464899,3608.8868021835997,Healthcare,37.0249345448832,Yes,97.4717942528368,Yes,Male,By_16:00,0.694603346753865,0.9709715216886251,445.205248892307,4.68888978241012,75.453789299354,9.98,6020.0,95.868384744972,110.288966097869,1195.29587472411,12252.486201650501,Maybe,9500.75067486735,10.501855364547199,701.985079407514,18.741956911981102,1417.87071259776,80.0,30-45,2.0,147.53656220733802,11.0,Foot_or_bicycle,Public_Sector,77.0586265879454,1.0,Yes
Greys,3.0,186.75165870765,23448.6560366436,Foreign_Affairs,62.25055290255,No,376.681891859679,Yes,Female,By_16:00,0.11901694233529302,0.9378588336985559,960.445392411202,0.0517538213171065,,2.397,9603.0,89.5498515339568,531.0510157752,4828.9209501472,60594.6802175372,No,141889.247654987,23.044544165055598,127.48539796006901,22.3288991488516,3947.38188957573,40.0,Below_30,2.0,770.1142510772701,6.0,Foot_or_bicycle,Hightech,509.000295387244,0.0,Yes
Purples,6.0,,14990.782117948502,Financial,32.6659277383985,No,458.911874109333,Yes,Male,By_16:00,0.6358234451618051,0.365049763116986,858.618776313961,9.45473230211064,7.25315678864717,2.665,7335.0,97.60080918204041,,5398.411209738029,50878.088647982004,Yes,210600.10819854,20.1158204983628,109.433383859922,8.184297545813019,1109.7287627486699,60.0,45_and_up,2.0,642.7877557431179,8.0,Public_or_other,Public_Sector,465.429914884135,,No
Violets,7.0,111.157241862561,31877.5889303835,Education,37.052413954186896,Yes,860.3377088952491,No,,After_16:00,0.42791666300035996,0.595966265536845,686.32740736939,2.78014062903821,87.67260578460991,9.172,6828.0,40.677774208597796,820.1003524927479,10243.577793938,93631.5844391484,Yes,740180.9733471259,28.637394303475798,488.994899196927,40.2581636793911,1419.93379378661,100.0,30-45,2.0,1115.38094005712,14.0,Foot_or_bicycle,Services_or_Retail,582.513703848235,0.0,Yes
Khakis,7.0,179.12356637299303,58861.65885405,Healthcare,59.7078554576643,No,985.827717355981,No,Female,By_16:00,0.363884599413723,0.495063357520849,132.29949958622498,7.02028549276292,59.9655477562919,8.701,7299.0,8.999085752293471,954.5869163703169,11767.4510063004,115363.996916134,Maybe,971856.288307304,30.896390021656497,812.800040841701,15.267231548204999,,80.0,30-45,2.0,1441.1451793266401,13.0,Motorcycle_or_truck,Student_or_Unemployed,966.8683657155141,2.0,No
Whites,5.0,133.217999672015,24669.8710268344,Environment,44.4059998906717,Yes,555.552652514795,No,Female,By_16:00,0.0784559848252684,0.23543213796801898,683.4662866313009,3.7203546101227403,45.787178655155,0.38599999999999896,9614.0,63.4246122324839,383.516657966038,6322.559841080029,50710.348009241505,Maybe,308638.749716225,19.5835813365696,135.049753757338,66.1873468430713,2026.29882618101,90.0,Below_30,3.0,630.820698273239,9.0,Motorcycle_or_truck,Public_Sector,460.20088170465203,0.0,
Blues,6.0,2109.95422061059,666361.39751571,Healthcare,703.318073536862,Yes,947.4538229405881,No,Female,After_16:00,0.6989086184184999,0.956455872394145,30.2569044288248,9.24535261467099,59.7612171201035,6.325,7675.0,29.321353440173002,63.4400730486959,9601.41837550327,31954.137189779398,Yes,897668.746604735,7.96492768634442,625.939899827322,32.2231161640957,495369.63063714,80.0,45_and_up,2.0,386.02006447035797,10.0,Public_or_other,Hightech,468.35723286494596,0.0,No
Khakis,7.0,665.7681794409559,216690.749201329,Environment,221.92272648031897,No,976.424328585139,No,Male,By_16:00,0.87229476775974,0.0010329510550946,131.928802002221,5.68785083247349,84.0033807093278,9.437999999999999,6562.0,59.2080106725916,970.899226609617,11706.0417390706,116742.38049809099,No,953404.46945294,31.159255873810896,822.353155356486,12.2201769147068,49481.6192549387,90.0,Below_30,2.0,1459.95671035879,15.0,Motorcycle_or_truck,Services_or_Retail,977.009947103236,0.0,No
Yellows,2.0,-222.511564853687,-21526.898105418797,Environment,-74.17052161789579,Yes,290.23522601497797,Yes,Male,After_16:00,0.6880886866711079,0.0435893370304257,443.79733316600306,8.291553512681281,96.04295645840469,10.144,3856.0,64.69923416152601,312.067552652902,3526.4873654555895,43881.904893108396,Maybe,84236.4864199656,17.665433837098398,301.612001956616,99.1193168796599,5437.0957554528495,90.0,45_and_up,2.0,613.8517512634929,12.0,Car,Industry_or_other,607.934862548766,0.0,No
Browns,9.0,252.486733412691,41799.0873571194,Education,84.1622444708971,Yes,496.648914485323,Yes,Male,After_16:00,0.446417761500925,0.734232404734939,22.4318101536483,9.12307330872864,54.3657389003783,5.7379999999999995,4262.0,50.77138459309939,488.982663638466,5944.45447213016,58634.5124732633,Yes,246660.14425945,22.1129523953376,21.8515941227242,20.8719160873443,7177.44563884994,100.0,Below_30,1.0,730.4638068956641,9.0,Car,Services_or_Retail,481.42903634502403,0.0,No
Purples,4.0,295.000829370605,46466.595466316394,Healthcare,98.3336097902017,Yes,472.540320297958,Yes,Female,By_16:00,0.4648013880942021,0.0640254872851074,789.69002654776,9.0155086433515,63.9592853840441,3.201,6799.0,4.53626459930092,346.856624951384,5419.11645288235,46852.056396758206,No,223294.354307297,18.624087224650303,156.703224810672,74.31964757852259,9777.83242416185,80.0,Below_30,3.0,600.084580476958,12.0,Public_or_other,Hightech,481.31917198183294,0.0,Yes
Oranges,7.0,619.333968248878,88255.2554020816,Military,206.44465608295897,Yes,427.50079889021896,Yes,Female,After_16:00,0.59469433198683,0.110809849342331,339.649217203259,0.28817415703088,66.884598787874,7.675,4325.0,23.838581983,372.791578765385,5020.59114643296,50734.1312795349,Maybe,182756.933051775,19.3078113406306,173.55649152341599,83.7119004689157,42835.8406812943,30.0,Below_30,1.0,674.855792020702,9.0,Car,Industry_or_other,593.186582485666,0.0,Yes
Blues,2.0,1625.4857532331198,269955.092381823,Social,541.828584411041,Yes,498.229698743671,Yes,Male,After_16:00,0.0698930250946432,0.55504122772254,677.561041200534,5.88314432417974,89.09356321673842,4.665,9335.0,67.2729608137161,514.993000775576,6012.28298898786,71950.2964364365,Maybe,248232.83271020898,22.6934572239572,468.980084240637,70.0287279672921,294130.04346928396,70.0,45_and_up,1.0,997.685181349516,9.0,Motorcycle_or_truck,Services_or_Retail,968.737021554261,2.0,Yes
Oranges,5.0,199.392418599182,25573.1816791044,Other,66.4641395330607,No,384.76661036713995,Yes,Female,After_16:00,0.24526672484353199,0.8543062284588809,69.5817430969328,4.89808573387563,35.758804762736,3.7689999999999997,8231.0,64.5202723331749,409.22132170522497,4666.10874708185,46318.8373071575,Yes,148045.344453419,20.2292195031154,243.146248893182,97.6500936085358,4493.94598340323,50.0,30-45,2.0,559.821485234418,9.0,Foot_or_bicycle,Industry_or_other,306.091269326004,0.0,Yes
Pinks,6.0,156.941853930932,18346.8615682977,Education,52.313951310310706,No,350.706859427797,Yes,Male,By_16:00,0.272934248903766,0.773850217694417,209.67139606364103,6.36222763452679,32.887465390376704,3.7060000000000004,6294.0,69.9287140741944,403.797810218816,4314.6642147156,52116.397155759405,No,122995.301249708,20.0947209539923,204.90912546982602,22.4626645678654,2799.06345300787,100.0,Below_30,3.0,699.587752704532,9.0,Foot_or_bicycle,Public_Sector,,0.0,Yes
Pinks,4.0,737.895279744373,66637.9169388704,Financial,245.96509324812402,Yes,270.92428465712203,Yes,Male,By_16:00,0.47681627818383293,0.689110626000911,349.952843273059,0.00959421042352915,76.7108533764258,5.428,4572.0,31.1484347097576,369.791952865482,3448.82675230218,,No,73399.9680169733,19.2299753735017,294.565836315929,20.6053617177531,60754.792189806605,60.0,Below_30,1.0,544.065963262807,5.0,Car,Student_or_Unemployed,368.321554436322,1.0,Yes
Greens,3.0,867.012655055309,82438.9125054273,Environment,289.00421835177,Yes,285.251588975371,Yes,Male,By_16:00,0.546969968825579,0.273860122775659,550.459609599784,6.15105143981054,68.8348235562444,4.382,5618.0,75.95952965784821,531.729619242621,3915.97512823895,63049.346334264104,No,81368.4690129738,23.059263198173102,282.602525951671,23.6778878374025,83822.4424434692,90.0,Below_30,2.0,847.5535506131371,15.0,Motorcycle_or_truck,Hightech,680.943468794482,0.0,No
Khakis,3.0,761.413910975097,105971.18988518699,Financial,253.804636991699,Yes,417.53055082540703,Yes,Male,By_16:00,0.0985940189566463,0.710001463536173,642.119930591434,7.1556984982453296,44.425203092396295,11.950999999999999,4049.0,48.242476652376396,444.279150688089,5063.86380963025,51074.463094789004,,174331.760872568,21.077930417574,166.35737963418399,93.72577324975279,64680.5983954799,60.0,Below_30,5.0,624.954544521602,12.0,Motorcycle_or_truck,Industry_or_other,366.700507639562,0.0,Yes
Violets,9.0,40.5173565843562,1337.14728038114,Healthcare,13.505785528118698,No,99.0055171242893,Yes,Female,After_16:00,0.7469272897578779,0.32443535909988,245.802686549723,2.7942466293461603,52.0931786857545,12.748,3252.0,19.2652204539627,72.3900041898382,1134.83517962257,15471.288503181,Maybe,9802.09242104795,8.50823155478495,605.676128514319,71.14743452984841,205.91202825966,80.0,30-45,1.0,248.899259328524,13.0,Motorcycle_or_truck,Public_Sector,347.69540769047995,0.0,Yes
Browns,3.0,379.45492319222296,60416.663025497306,Environment,126.48497439740801,Yes,477.65881531249704,Yes,Female,After_16:00,0.154894304461777,0.83893707790412,,5.09003343293443,61.4514752058312,2.399,7601.0,3.3602780662477003,440.056177947819,5656.70050902061,54034.079166637996,No,228157.94384573802,20.977516009952602,72.62231653299258,29.7406480181962,16134.9337227103,90.0,45_and_up,3.0,676.629160608201,8.0,Motorcycle_or_truck,Services_or_Retail,465.625437847827,1.0,No
Greys,8.0,883.5156825186659,165199.616810129,Foreign_Affairs,294.505227506222,Yes,560.939505926559,No,Male,After_16:00,0.500274547375739,0.244476286927238,387.212595902383,6.9163215276785195,73.81545156240459,5.487,6513.0,49.6795787941664,474.559800266787,6558.51465979917,58602.4061613223,Maybe,314653.129309133,,68.2700056558911,58.96005618851629,87037.8342559978,40.0,30-45,2.0,724.537999946412,7.0,Foot_or_bicycle,Hightech,482.680458227295,0.0,No
Purples,6.0,237.33075584411702,35795.2955544589,Healthcare,79.11025194803909,Yes,452.473537538092,Yes,Female,By_16:00,0.808711319230497,0.960443520685658,798.591188620776,5.858626868575809,65.1402382645756,6.371,3629.0,53.7664053263143,400.222532869109,5325.18044111914,52922.0232019651,Maybe,204732.302172235,20.0055625481792,133.25144520549,36.1358636524528,6347.54221523026,80.0,45_and_up,4.0,692.6687297335901,13.0,Motorcycle_or_truck,Public_Sector,574.442192795164,0.0,Yes
Violets,3.0,47.6328736799336,14455.6015009246,Financial,15.877624559977901,Yes,910.438551202574,No,Male,By_16:00,0.664688027463853,0.71308815293014,955.519566545263,4.736115490086379,33.679068856872604,6.485,9515.0,25.880086026154498,977.6482161521229,11059.68194433,105969.48111735801,Yes,828898.355515842,31.267366632835003,630.680754458648,22.001954074949,277.97658622758996,60.0,45_and_up,2.0,,9.0,Motorcycle_or_truck,Student_or_Unemployed,533.920367597602,1.0,No
Purples,6.0,289.74244196825197,36211.4621506232,Environment,96.58081398941731,No,374.934323442242,Yes,Female,By_16:00,0.8880253904499109,0.842341706156731,288.082415470853,5.61879312852398,85.0414069602266,3.2060000000000004,6794.0,10.7069633668289,363.83684036579496,4477.01691515401,50873.4447383601,Yes,140575.746895091,19.074507604805802,250.649936405033,68.403230747208,9434.43444484785,90.0,Below_30,4.0,699.568632381665,13.0,Car,Services_or_Retail,669.2440874164499,3.0,No
Purples,1.0,715.3693577969569,99217.05808573039,Education,238.456452598986,No,416.080407992081,Yes,Female,By_16:00,0.20736104086972798,0.530174704501405,461.711511248723,7.461250517517331,39.3036660039797,4.327,5673.0,62.28468201588839,444.25656699978896,5049.31721392039,54974.059489846906,Maybe,173122.905914857,21.077394691939197,107.463861630952,97.7407153462991,57109.9362386913,100.0,Below_30,1.0,710.13823792507,16.0,Motorcycle_or_truck,Industry_or_other,537.398573652104,0.0,No
Yellows,3.0,-18.2680024808334,-3505.37921596735,Healthcare,-6.089334160277821,Yes,575.658869049063,No,Male,By_16:00,,0.527315991232172,110.43012817390301,5.94452609075233,77.5662754196674,8.255,5745.0,10.3386174188927,545.160180830315,6846.90905215126,61747.784606748704,Maybe,331383.13351484603,23.348665504270603,162.897065799235,13.6925428640097,40.9906563552485,80.0,30-45,2.0,729.705035880221,12.0,Public_or_other,Services_or_Retail,362.989972456063,0.0,No
Turquoises,1.0,157.777990039723,23013.8186299854,Environment,52.592663346574405,No,437.586103565991,Yes,Female,By_16:00,0.24661763315089003,0.0168527928180993,626.6563988756391,2.2625548648647995,5.896021332591769,9.429,6571.0,61.898368992842705,114.15298381279,4604.16700328549,19536.4765747524,Maybe,191481.598034066,10.6842399735681,538.952779694501,95.9950140444562,2828.58090123268,90.0,45_and_up,2.0,210.95877642088,15.0,Foot_or_bicycle,Services_or_Retail,128.924961265541,0.0,Yes
Blues,2.0,1930.0827166886602,452885.421533325,Financial,643.360905562888,Yes,703.9368068799381,No,Male,By_16:00,0.35041824099607805,0.7594891602639109,108.30230172723499,7.990994763094929,58.992044953629396,5.921,8079.0,,131.848244927824,7303.064558655021,37115.5431633815,Maybe,,11.4825191020012,441.928920591628,18.1647606892511,414566.61571226205,60.0,45_and_up,2.0,506.464880518615,10.0,Foot_or_bicycle,Industry_or_other,634.8155587911609,0.0,No
Khakis,10.0,196.237582950541,9.10707107018428,Environment,65.41252765018021,Yes,0.139225182045984,Yes,Female,After_16:00,0.824400812620297,0.8256323777604849,375.803807284683,1.60770065151155,57.3843182530254,6.577999999999999,9422.0,50.5132901947945,6.27709168475121,13.946435189962301,595.9961969454071,No,0.0193836513157373,2.50541247796669,860.036224614053,61.538643040694296,4354.21130123577,90.0,Below_30,2.0,7.65161012297043,14.0,Foot_or_bicycle,Industry_or_other,3.97661017697947,1.0,No
Yellows,7.0,-218.27391721932702,-38057.460547803996,Environment,-72.7579724064422,Yes,523.069284218182,No,,After_16:00,0.246542669134215,0.7327444332186129,958.996408386156,6.63735375972465,77.11452112998809,9.331,4669.0,58.4984272019938,,5922.456485979561,44391.4998531735,No,273601.47609252104,18.5978983194034,223.075425981025,0.0529842218384147,5230.96457629016,90.0,45_and_up,4.0,533.791356599385,15.0,Foot_or_bicycle,,340.38157693717005,0.0,Yes
Reds,7.0,549.592460350525,113089.89061327801,Other,183.197486783508,No,617.311364903828,No,Male,By_16:00,0.12064574658870698,0.7704011476598679,764.5499112550169,4.10219100536779,72.29681361932309,8.168,3832.0,55.2453758660704,510.13687122539596,7193.38739148907,65522.8794346708,No,381073.321239427,22.586209757845502,166.811424927224,44.909713068045704,33754.5166505772,50.0,30-45,3.0,829.933375664414,10.0,Car,Industry_or_other,618.15811014235,1.0,No
Greys,2.0,484.18494247394796,90769.58249064519,Foreign_Affairs,161.394980824649,No,562.406476501667,No,Male,After_16:00,0.7896961797960099,0.405751319602132,858.091513859108,4.95122344931588,2.0664705196395503,2.628,9372.0,57.200313056819105,544.181687282925,6712.428139582529,61817.2872486616,No,316301.044811021,23.3277021432229,142.95693799442802,14.5223365165293,26219.7348162136,40.0,45_and_up,1.0,735.609430672173,7.0,Public_or_other,Public_Sector,379.210528934748,,No
Browns,7.0,266.771747726694,26183.3345352154,Social,88.92391590889791,Yes,294.446485713023,Yes,Female,By_16:00,0.39148176996968703,0.505410303128883,289.011189946905,4.14562079356983,29.7238578321412,1.44,8560.0,82.4242369271815,324.653213930606,3593.7712849914396,40118.3662740882,Maybe,86698.7329487496,18.018135695199,289.002867888474,60.7396794948727,8006.386736481651,70.0,Below_30,3.0,520.3394737722911,6.0,Foot_or_bicycle,Industry_or_other,397.41386532688597,0.0,Yes
Greys,5.0,86.63585545464159,13228.8811417135,,28.8786184848805,Yes,458.08566461167504,Yes,Male,After_16:00,0.624278363073245,0.5971589919645339,869.859972968698,6.22801028424874,72.41101495455949,8.832,3168.0,88.54684715624902,499.455476829252,5579.76759977525,58049.490039109696,Yes,209842.47612272,22.348500549908298,66.7375304287658,81.098330183886,872.853224080165,40.0,Below_30,5.0,719.353182441647,10.0,Car,Industry_or_other,448.06937366830704,2.0,Yes
Purples,8.0,351.98603881183897,55621.5156204003,Healthcare,117.328679603946,,474.065810747686,Yes,Female,After_16:00,0.8221122261602428,0.9286680861841891,398.626493755728,5.196086752694099,83.4048392251134,0.166,9834.0,63.4390680119395,424.41052201201006,5589.47915150088,53685.0271816546,Maybe,224738.392919861,20.601226225931498,80.2681226149976,13.8479484478012,13893.3477372094,80.0,Below_30,4.0,683.138369102601,,Motorcycle_or_truck,Industry_or_other,507.524636434048,3.0,No
Greens,10.0,407.16793063758695,36199.3028575273,Healthcare,135.722643545862,Yes,266.715279866289,Yes,Male,After_16:00,0.561879480723292,0.8735431882087141,860.9497093129901,1.86022744281217,39.7415040060878,1.1320000000000001,8868.0,52.9094557510689,532.205527188752,3731.56385304039,61830.91156967651,No,71137.0405141529,23.069580125974397,273.975776853881,82.25383791141209,18566.3586146231,80.0,45_and_up,1.0,825.663233692363,14.0,Car,Industry_or_other,640.013462471716,0.0,No
Purples,6.0,,52515.95101294349,Healthcare,120.506323986634,No,435.79414984701003,Yes,Male,After_16:00,0.332173137692735,0.0648073921911418,456.468681572005,0.465947706252337,18.204700225032898,0.488,9512.0,27.9262472875416,389.14070339446096,5136.22290525902,48877.3735162188,No,189916.54104087802,19.7266495734694,137.718209267318,15.903766429983099,14652.2804447582,80.0,30-45,2.0,618.536845806297,11.0,Foot_or_bicycle,Student_or_Unemployed,449.461595533164,1.0,No
Purples,5.0,393.134401567143,51914.4233496087,Social,131.044800522381,No,396.15782650409204,Yes,Female,By_16:00,0.926754147047177,0.477188108256087,207.574566826224,5.55055745178834,95.58854233473541,,7643.0,21.087930304929603,475.322647228309,4912.22355949753,56939.3574161298,Maybe,156941.023500446,21.801895496224798,110.740006772323,35.2141991257668,17313.784544473,70.0,Below_30,2.0,732.1640474884,11.0,Motorcycle_or_truck,Industry_or_other,529.515764665026,0.0,No
Khakis,8.0,491.46581469189204,3377.68180101672,Social,163.82193823063102,No,20.6180065838409,Yes,Female,By_16:00,0.921058874577284,0.0156579962931573,689.5020522642881,7.164123498369009,44.9551448691636,8.818,7182.0,83.88620957266541,226.26334917731603,658.706764193041,18550.0787126929,No,425.102195491306,,741.939607043495,10.7484377687797,27011.4493838712,70.0,30-45,1.0,207.84022071323602,13.0,Public_or_other,Industry_or_other,4.28281159053498,1.0,Yes
Purples,3.0,338.499405830574,,Healthcare,112.833135276858,Yes,470.015928129524,Yes,Male,By_16:00,0.9460999884176999,0.0634840712882578,754.881547298282,8.467478628735991,30.1531760022044,6.442,3558.0,2.61459555476904,426.151608675254,5552.462498645749,52424.9701259713,No,220914.972695458,20.643439845996,94.260465261694,77.37354217097159,12854.1495516826,80.0,Below_30,1.0,655.376533093486,12.0,Public_or_other,Public_Sector,449.67698494560995,0.0,No
Khakis,7.0,52.3165441265498,15407.0985632957,Financial,17.438848042183302,Yes,883.4929076752691,No,Female,After_16:00,0.733296212507412,0.7671871660277251,566.552857635543,6.84101841645315,84.6360514638945,11.67,4330.0,35.6567745096982,743.034253246151,10320.997583245,92073.8538795916,Maybe,780559.717912501,27.258654648499302,526.064256323682,36.6234142100438,,60.0,Below_30,1.0,1139.94390541558,9.0,Motorcycle_or_truck,Hightech,765.7275734530431,0.0,Yes
Purples,8.0,842.780729509023,107686.234037231,Education,280.926909836341,Yes,383.324737740382,Yes,Male,By_16:00,0.9952821682672951,0.9410574671346691,464.871795615181,0.0168727897107601,84.4516258686781,2.7310000000000003,7269.0,91.29818517249079,,4679.4166944836,50082.99039413231,Maybe,146937.854563732,20.5690218177698,159.751490416263,30.0836863694713,79210.8555800321,100.0,45_and_up,1.0,630.4064310111261,13.0,Foot_or_bicycle,Industry_or_other,422.595529102374,1.0,Yes
Turquoises,2.0,106.05799604284,28672.119155740096,Financial,35.352665347613204,No,811.0313288634641,No,Male,After_16:00,0.525377553422004,0.376920560374856,891.369296004996,9.27842763485387,18.0820519803092,11.978,4022.0,66.2950491532683,939.589203468071,9989.49169557078,109330.73578756,No,657771.816398037,30.6527193486658,662.503040094751,57.5371838873252,1295.1636125279401,60.0,45_and_up,1.0,1369.69139251708,10.0,Motorcycle_or_truck,Student_or_Unemployed,885.915953018947,0.0,No
Reds,4.0,635.777288135362,114460.192219544,Foreign_Affairs,211.925762711787,No,540.095695563008,No,Female,By_16:00,0.484190066112205,0.152844935189933,241.384367458522,7.10234225261956,59.1265362687409,6.178,5822.0,73.2512922491878,430.98399781251504,6262.92495125511,56003.1086057066,Yes,291703.360365689,20.7601540893249,87.826514446631,86.06238609645521,45134.4546636846,40.0,30-45,1.0,710.21607967744,9.0,Car,Student_or_Unemployed,536.641824179752,0.0,Yes
Blues,3.0,1057.3461531519501,175266.68669119,Healthcare,352.44871771731795,Yes,497.28280422277703,Yes,Male,By_16:00,0.684557855827734,0.630434033228084,231.633916730061,8.09816874563694,24.7768550412729,5.492999999999999,8507.0,32.2513927472755,731.418130220845,6435.66430266947,78492.2622786835,No,247290.187375669,27.044743116192603,231.436634996006,52.2296561859548,124582.547338299,80.0,Below_30,1.0,958.5481669520959,14.0,Car,Student_or_Unemployed,501.087138662115,2.0,No
Purples,6.0,53.6297368308806,7286.430510229809,Social,17.876578943626896,No,407.596472077085,Yes,Female,After_16:00,0.37218169355765,0.6605614216532559,784.556234953925,0.6066069146618249,68.4243158670142,2.392,7608.0,1.7235784791409998,453.85420439572,4983.67312956229,55531.375849953496,No,166134.884049686,21.3038542145716,108.900390932127,4.63831883389503,347.44865367135003,70.0,45_and_up,0.0,716.487115359191,10.0,Motorcycle_or_truck,Services_or_Retail,534.517368390669,0.0,No
Greens,5.0,72.8194860645438,7395.24312241035,Environment,24.2731620215146,Yes,304.667480728533,Yes,Male,By_16:00,0.290455884998664,0.0921175901312381,956.7366358824071,2.23709861049429,16.4621882606298,4.496,5504.0,64.9111647624522,536.308251332492,4119.29130995031,63040.1513030718,Maybe,92822.2738134708,23.1583300635536,249.10498389957502,27.6127126300707,623.459556544213,90.0,Below_30,3.0,838.277740013125,11.0,Foot_or_bicycle,Industry_or_other,650.267131482057,1.0,No
Purples,3.0,513.9083588928589,84539.7903285618,,171.30278629762,No,493.510888851995,Yes,Female,After_16:00,0.0538282869383693,0.595054156612605,289.96811201795896,7.907581063918769,77.6098311180249,0.968999999999999,9031.0,33.4853761363775,419.025422673441,5773.15973386684,52743.9889608882,Yes,243552.99741548699,20.4701104704748,86.266056600648,20.8316513104364,29525.9473796256,90.0,30-45,2.0,661.9581005201879,14.0,Car,Student_or_Unemployed,470.968262457782,0.0,Yes
Purples,5.0,486.26477194422597,65412.3051304066,Education,162.08825731474198,Yes,403.55980262894303,Yes,Male,After_16:00,0.23077607993036497,0.43289519450627295,978.0581986997279,7.66739210346714,67.2801318578422,3.767,6233.0,16.1825509509072,391.028502359909,4817.65503100925,50658.8510359724,Maybe,162860.514297911,19.774440633300102,152.075776404882,76.5049068490043,26444.6914166448,100.0,Below_30,1.0,664.369767223501,16.0,Foot_or_bicycle,Public_Sector,544.176269673377,0.0,No
Purples,5.0,664.992922019536,96535.9675735309,Social,221.664307339845,Yes,435.505240929594,Yes,Male,By_16:00,0.179721341468394,0.9002041735220699,550.180252641439,9.527473929338159,35.295725543983295,5.381,4619.0,43.5289339628071,,5099.06074924266,47038.9492662164,Maybe,189664.814877143,19.2874096232066,159.793844934216,93.66519895847891,49366.7294557933,70.0,45_and_up,,593.028767776469,10.0,Public_or_other,Public_Sector,429.34898141496694,0.0,Yes
Khakis,7.0,39.367033632906896,8666.980367708991,Education,13.122344544302301,Yes,660.474988935737,No,Male,By_16:00,0.409486070042476,0.851609000004828,627.991611137986,5.55134545313194,22.042255965061496,9.171,6829.0,38.551162253133995,629.863918642513,7864.4777266424,78032.0481579482,Yes,436227.211009662,25.0970898440937,297.119651017681,51.666719513014,195.31827088368303,100.0,45_and_up,3.0,989.7698051205231,13.0,Car,,713.689558897374,1.0,Yes
Browns,4.0,1020.5045571657,107268.797275041,Education,340.1681857219,Yes,315.340475028247,Yes,Male,By_16:00,0.130472385324538,0.34755399171263,871.612994931638,6.48730948800221,23.121534101665002,0.0850000000000009,9915.0,50.532043632119894,374.940267588626,3903.2852854597204,44581.124504857195,Yes,99439.6151910405,,243.971059157868,74.671759060584,116064.562763051,100.0,30-45,4.0,569.526267077957,10.0,Motorcycle_or_truck,Industry_or_other,401.091957490737,0.0,No
